tag,type,n,text,xml:id,who,ana,lemma,part,rendition,prev,act,scene,onstage,stagegroup_raw,speaker
pc,,3.3.42,;,fs-1h6-0255660,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.42,let,fs-1h6-0255680,,#vvb,let,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.42,thy,fs-1h6-0255700,,#po,thy,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.42,humble,fs-1h6-0255720,,#j,humble,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.42,handmaid,fs-1h6-0255740,,#n1,handmaid,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.42,speak,fs-1h6-0255760,,#vvi,speak,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.42,to,fs-1h6-0255780,,#acp-p,to,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.42,thee,fs-1h6-0255800,,#pno,thou,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
pc,,3.3.42,.,fs-1h6-0255810,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
sp,,,,sp-1492,{'#Burgundy_1H6'},,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Burgundy_1H6
l,,3.3.43,,ftln-1492,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Burgundy_1H6
w,,3.3.43,Speak,fs-1h6-0255830,,#vvb,speak,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Burgundy_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.43,on,fs-1h6-0255850,,#acp-av,on,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Burgundy_1H6
pc,,3.3.43,",",fs-1h6-0255860,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Burgundy_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.43,but,fs-1h6-0255880,,#acp-cc,but,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Burgundy_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.43,be,fs-1h6-0255900,,#vvb,be,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Burgundy_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.43,not,fs-1h6-0255920,,#xx,not,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Burgundy_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.43,over-tedious,fs-1h6-0255940,,#j,over-tedious,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Burgundy_1H6
pc,,3.3.43,.,fs-1h6-0255950,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Burgundy_1H6
sp,,,,sp-1493,{'#Pucelle_1H6'},,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
l,,3.3.44,,ftln-1493,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
w,,3.3.44,Look,fs-1h6-0255970,,#vvb,look,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.44,on,fs-1h6-0255990,,#acp-p,on,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.44,thy,fs-1h6-0256010,,#po,thy,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.44,country,fs-1h6-0256030,,#n1,country,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
pc,,3.3.44,",",fs-1h6-0256040,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.44,look,fs-1h6-0256060,,#vvb,look,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.44,on,fs-1h6-0256080,,#acp-p,on,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.44,fertile,fs-1h6-0256100,,#j,fertile,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.44,France,fs-1h6-0256120,,#n1-nn,France,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
pc,,3.3.44,",",fs-1h6-0256130,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
l,,3.3.45,,ftln-1494,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
w,,3.3.45,And,fs-1h6-0256140,,#cc,and,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.45,see,fs-1h6-0256160,,#vvb,see,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.45,the,fs-1h6-0256180,,#d,the,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.45,cities,fs-1h6-0256200,,#n2,city,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.45,and,fs-1h6-0256220,,#cc,and,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.45,the,fs-1h6-0256240,,#d,the,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.45,towns,fs-1h6-0256260,,#n2,town,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.45,defaced,fs-1h6-0256280,,#vvn,deface,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
l,,3.3.46,,ftln-1495,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
w,,3.3.46,By,fs-1h6-0256290,,#acp-p,by,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.46,wasting,fs-1h6-0256310,,#j_vg,waste,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.46,ruin,fs-1h6-0256330,,#n1,ruin,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.46,of,fs-1h6-0256350,,#acp-p,of,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.46,the,fs-1h6-0256370,,#d,the,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.46,cruel,fs-1h6-0256390,,#j,cruel,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.46,foe,fs-1h6-0256410,,#n1,foe,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
pc,,3.3.46,.,fs-1h6-0256420,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
l,,3.3.47,,ftln-1496,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
w,,3.3.47,As,fs-1h6-0256430,,#acp-cs,as,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.47,looks,fs-1h6-0256450,,#vvz,look,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.47,the,fs-1h6-0256470,,#d,the,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.47,mother,fs-1h6-0256490,,#n1,mother,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.47,on,fs-1h6-0256510,,#acp-p,on,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.47,her,fs-1h6-0256530,,#po,her,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.47,lowly,fs-1h6-0256550,,#j,lowly,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.47,babe,fs-1h6-0256570,,#n1,babe,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
l,,3.3.48,,ftln-1497,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
w,,3.3.48,When,fs-1h6-0256580,,#crq-cs,when,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.48,death,fs-1h6-0256600,,#n1,death,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.48,doth,fs-1h6-0256620,,#vvz,do,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.48,close,fs-1h6-0256640,,#vvi,close,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.48,his,fs-1h6-0256660,,#po,his,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.48,tender-dying,fs-1h6-0256680,,#j,tender-dying,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.48,eyes,fs-1h6-0256700,,#n2,eye,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
pc,,3.3.48,",",fs-1h6-0256710,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
l,,3.3.49,,ftln-1498,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
w,,3.3.49,See,fs-1h6-0256720,,#vvb,see,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
pc,,3.3.49,",",fs-1h6-0256730,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.49,see,fs-1h6-0256750,,#vvb,see,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.49,the,fs-1h6-0256770,,#d,the,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.49,pining,fs-1h6-0256790,,#j_vg,pine,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.49,malady,fs-1h6-0256810,,#n1,malady,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.49,of,fs-1h6-0256830,,#acp-p,of,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
c,,, ,,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,
w,,3.3.49,France,fs-1h6-0256850,,#n1-nn,France,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
pc,,3.3.49,:,fs-1h6-0256860,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
l,,3.3.50,,ftln-1499,,,,,,,3,3,#Alanson_1H6 #Bastard_1H6 #Burgundy_1H6 #Charles_1H6 #Pucelle_1H6 #SOLDIERS.FRENCH_1H6,113,#Pucelle_1H6
