source,target,key,n_lines,n_tokens,edge_index,edge_type
#ChiefJustice_2H4,1.02.0009,16,2,13,87,active
1.02.0009,#Falstaff_1H4,25,2,13,87,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,35,2,13,87,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,40,2,13,87,passive
#Falstaff_1H4,1.02.0009,17,1,12,88,active
1.02.0009,#ChiefJustice_2H4,26,1,12,88,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,36,1,12,88,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,41,1,12,88,passive
#ChiefJustice_2H4,1.02.0009,17,2,11,89,active
1.02.0009,#Falstaff_1H4,26,2,11,89,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,37,2,11,89,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,42,2,11,89,passive
#Falstaff_1H4,1.02.0009,18,2,19,90,active
1.02.0009,#ChiefJustice_2H4,27,2,19,90,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,38,2,19,90,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,43,2,19,90,passive
#ChiefJustice_2H4,1.02.0009,18,2,16,91,active
1.02.0009,#Falstaff_1H4,27,2,16,91,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,39,2,16,91,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,44,2,16,91,passive
#Falstaff_1H4,1.02.0009,19,1,6,92,active
1.02.0009,#ChiefJustice_2H4,28,1,6,92,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,40,1,6,92,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,45,1,6,92,passive
#ChiefJustice_2H4,1.02.0009,19,2,12,93,active
1.02.0009,#Falstaff_1H4,28,2,12,93,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,41,2,12,93,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,46,2,12,93,passive
#Falstaff_1H4,1.02.0009,20,13,128,94,active
1.02.0009,#ChiefJustice_2H4,29,13,128,94,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,42,13,128,94,passive
1.02.0009,#SERVANTS.FALSTAFF.1_2H4,47,13,128,94,passive
#ChiefJustice_2H4,1.02.0009,20,9,77,95,active
1.02.0009,#Falstaff_1H4,29,9,77,95,passive
1.02.0009,#SERVANTS.CHIEFJUSTICE.1_2H4,43,9,77,95,passive
